TRANSACTION_ID,POLICY_PUBLIC_ID,QUOTE_PUBLIC_ID,USER_PUBLIC_ID,INVOICE_PUBLIC_ID,TRANSACTION_STATUS,INVOICE_STATUS,CHARGE_CATEGORY,PRODUCT,SUBSCRIPTION_INTERVAL,PROCESSOR,PROVIDER_TYPE,IS_GATEWAY,ATTEMPT_NUMBER,AMOUNT,CURRENCY,PROVIDER_METHOD_TYPE,CREDIT_CARD_BRAND,ERROR_MESSAGE,TRANSACTION_PROCESSING_STARTED_AT,INVOICE_CREATED_AT
55237639,LPP07#####746,LPQ862#####3460,LU4B#####808,LINV-#####V9-uWV,error,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,2,43.35,usd,apple_pay,MasterCard,Not enough balance | 24 : Retry after 1 hour,2025-06-22 9:28:41,2025-06-22 9:28:41
52311335,,LPQ398#####6450,LU49#####784,LINV-#####RWeLcE,refused,canceled,new policy transaction,pet,monthly,cko,spreedly_cko,True,3,37.48,usd,apple_pay,Visa,Declined - Do Not Honour,2025-05-29 3:18:14,2025-05-29 3:18:14
52300674,,LPQ070#####7158,LU6B#####6D3,LINV-#####z7rDOY,error,canceled,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,31.27,usd,apple_pay,Visa,Not enough balance | 51 : Insufficient funds/over credit limit,2025-05-28 21:17:27,2025-05-28 21:17:27
55534744,LPP43#####961,LPQ136#####4172,LU72#####CC4,LINV-#####_mKcYa,error,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,2,33.33,usd,apple_pay,MasterCard,Not enough balance | 30 : Retry after 10 days,2025-06-24 15:11:54,2025-06-24 15:11:53
51535310,LPP51#####779,LPQ179#####5176,LU39#####805,LINV-#####cYQbtI,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,84.57,usd,apple_pay,MasterCard,,2025-05-21 18:47:36,2025-05-21 18:47:36
51540021,LPP71#####456,LPQ447#####3086,LU5E#####547,LINV-#####y4U6U7,success,paid,new policy transaction,pet,monthly,cko,spreedly_cko,True,1,35.77,usd,apple_pay,American Express,,2025-05-21 21:21:13,2025-05-21 21:21:13
51592870,LPP69#####593,LPQ007#####4549,LU81#####899,LINV-#####CLJomR,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,71.41,usd,apple_pay,Visa,,2025-05-22 11:59:34,2025-05-22 11:59:34
51643888,LPP91#####415,LPQ246#####3529,LU4E#####F08,LINV-#####XIGDkW,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,34.35,usd,apple_pay,MasterCard,,2025-05-22 17:10:24,2025-05-22 17:10:24
51660845,LPP38#####344,LPQ865#####9692,LU6B#####993,LINV-#####IugVRK,chargeback,disputed,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,35.68,usd,apple_pay,MasterCard,,2025-05-23 3:05:32,2025-05-23 3:05:32
51587421,,LPQ034#####0335,LU29#####E06,LINV-#####sole1d,error,canceled,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,2,25.39,usd,apple_pay,Visa,Refused | 05 : Do not honor,2025-05-22 11:28:21,2025-05-22 11:28:21
51556144,LPP43#####342,LPQ835#####0157,LU49#####A84,LINV-#####paLIY2,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,48.48,usd,apple_pay,American Express,,2025-05-22 8:27:54,2025-05-22 8:27:54
57662321,LPP26#####307,LPQ067#####5054,LU39#####805,LINV-#####5venvn,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,131.98,usd,apple_pay,Visa,Your card was declined.,2025-07-09 15:12:20,2025-06-24 15:12:07
52189868,LPP45#####578,LPQ833#####5108,LU5E#####2C7,LINV-#####eUIe89,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,34.44,usd,apple_pay,Visa,,2025-05-28 3:59:26,2025-05-28 3:59:26
51963055,LPP08#####071,LPQ156#####9418,LU5E#####747,LINV-#####A3X0lz,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,40.55,usd,apple_pay,Visa,,2025-05-25 18:03:28,2025-05-25 18:03:27
59042290,LPP84#####281,LPQ470#####7333,LU9C#####DB2,LINV-#####TsL47L,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,78.89,usd,apple_pay,Visa,Issuer Suspected Fraud | 59 : Suspected fraud,2025-07-20 1:40:07,2025-06-30 11:49:42
59002196,LPP73#####296,LPQ203#####1663,LU29#####006,LINV-#####xeBcAS,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,39.97,usd,apple_pay,Visa,Not enough balance | 51 : Insufficient funds/over credit limit,2025-07-19 14:10:30,2025-06-28 14:09:51
59022788,LPP48#####408,LPQ373#####9690,LU4E#####788,LINV-#####94C-1I,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,64.42,usd,apple_pay,Visa,Your card was declined.,2025-07-19 15:29:39,2025-06-25 15:29:25
58710958,LPP04#####853,LPQ647#####2263,LU5E#####4C7,LINV-#####fb0rPI,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,80.91,usd,apple_pay,Visa,Your card has insufficient funds.,2025-07-17 12:32:12,2025-06-29 12:31:59
51645258,LPP28#####428,LPQ994#####2766,LU79#####484,LINV-#####kmLGrp,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,19.16,usd,apple_pay,Visa,,2025-05-22 18:06:15,2025-05-22 18:06:15
51652289,LPP56#####247,LPQ704#####5017,LU29#####906,LINV-#####TSuUfC,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,74.87,usd,apple_pay,Discover,,2025-05-22 21:55:02,2025-05-22 21:55:02
51976893,LPP04#####354,LPQ792#####6030,LU5E#####F47,LINV-#####jVUVVy,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,32.54,usd,apple_pay,Visa,,2025-05-26 7:55:28,2025-05-26 7:55:28
56333272,LPP53#####635,LPQ731#####6588,LU7A#####984,LINV-#####hzmqh3,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,78.56,usd,apple_pay,Visa,,2025-06-30 15:37:48,2025-06-30 15:37:48
52307678,LPP03#####383,LPQ033#####1421,LU29#####406,LINV-#####SJmySz,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,73.22,usd,apple_pay,MasterCard,,2025-05-29 0:53:16,2025-05-29 0:53:16
52298824,LPP18#####123,LPQ046#####5882,LU92#####E52,LINV-#####FNuEO-,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,29.5,usd,apple_pay,Visa,,2025-05-28 20:00:08,2025-05-28 20:00:08
51864839,LPP97#####157,LPQ835#####6538,LU29#####506,LINV-#####JWSYCY,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,36.02,usd,apple_pay,Visa,,2025-05-24 21:09:56,2025-05-24 21:09:56
52078145,LPP09#####360,LPQ867#####5319,LU49#####B84,LINV-#####MCtZ1y,success,paid,new policy transaction,pet,annual,adyen,spreedly_adyen,True,1,1075.36,usd,apple_pay,Visa,,2025-05-27 5:13:35,2025-05-27 5:13:35
56246326,LPP92#####897,LPQ674#####1659,LU46#####784,LINV-#####lNHpl7,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,20.58,usd,apple_pay,MasterCard,,2025-06-30 11:40:30,2025-06-30 11:40:30
56244877,LPP01#####371,LPQ682#####5434,LU4E#####A88,LINV-#####SaoNav,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,34.34,usd,apple_pay,Visa,,2025-06-30 11:35:48,2025-06-30 11:35:48
52182232,LPP71#####428,LPQ254#####1347,LU4E#####908,LINV-#####cjVe0c,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,97.8,usd,apple_pay,American Express,,2025-05-28 0:14:22,2025-05-28 0:14:22
58250230,LPP41#####447,LPQ674#####9387,LU5E#####347,LINV-#####r-YvtL,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,56.67,usd,apple_pay,Visa,Your card does not support this type of purchase.,2025-07-14 10:55:49,2025-06-29 10:55:40
58303219,LPP04#####803,LPQ050#####3149,LU6B#####E73,LINV-#####sHRyMR,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,33.87,usd,apple_pay,Visa,Your card has insufficient funds.,2025-07-14 14:23:33,2025-06-29 14:23:22
52426116,LPP48#####684,LPQ473#####5871,LU81#####E59,LINV-#####I2pvMT,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,33.54,usd,apple_pay,Visa,,2025-05-30 5:51:03,2025-05-30 5:51:03
52312307,LPP52#####705,LPQ180#####0793,LU12#####CC1,LINV-#####zwH_hZ,success,paid,new policy transaction,pet,annual,stripe,spreedly_stripe,True,1,308.82,usd,apple_pay,Visa,,2025-05-29 4:17:55,2025-05-29 4:17:54
58137143,LPP57#####768,LPQ835#####5806,LU5E#####247,LINV-#####wLmsmV,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,41.81,usd,apple_pay,Visa,Blocked Card | 43 : Stolen card,2025-07-13 12:08:50,2025-06-25 12:08:40
55842965,LPP70#####994,LPQ372#####5207,LU12#####781,LINV-#####y9b4jj,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,25.45,usd,apple_pay,Visa,,2025-06-27 10:42:48,2025-06-27 10:42:47
55883163,LPP62#####643,LPQ788#####7978,LU6A#####793,LINV-#####EPduG7,error,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,2,37.44,usd,apple_pay,MasterCard,Your card was declined.,2025-06-27 13:45:59,2025-06-27 13:45:59
55882955,LPP62#####643,LPQ788#####7978,LU6A#####793,LINV-#####EPduG7,refused,paid,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,37.44,usd,apple_pay,MasterCard,Security,2025-06-27 13:45:59,2025-06-27 13:45:59
55881190,LPP69#####461,LPQ947#####0647,LU69#####C73,LINV-#####nRDPbu,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,14.56,usd,apple_pay,Visa,,2025-06-27 13:37:18,2025-06-27 13:37:18
55880397,LPP35#####924,LPQ023#####9358,LU5E#####747,LINV-#####7EuXKI,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,49.68,usd,apple_pay,MasterCard,,2025-06-27 13:33:20,2025-06-27 13:33:20
55883542,LPP62#####719,LPQ497#####6013,LU7C#####924,LINV-#####eSjNNg,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,58.45,usd,apple_pay,MasterCard,,2025-06-27 13:48:48,2025-06-27 13:48:47
55839976,LPP39#####317,LPQ633#####4696,LU39#####A05,LINV-#####R8HE78,refused,error,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,32.8,usd,apple_pay,Visa,"Blocked, first use - transaction from new cardholder, and card not properly unblocked",2025-06-27 10:27:56,2025-06-27 10:27:56
56015697,LPP97#####882,LPQ512#####6980,LU4E#####C08,LINV-#####MAhOSK,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,37.21,usd,apple_pay,MasterCard,,2025-06-28 14:12:02,2025-06-28 14:12:01
55937360,LPP01#####148,LPQ075#####1701,LU4E#####F88,LINV-#####N53Cbe,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,35.24,usd,apple_pay,Visa,,2025-06-28 8:23:38,2025-06-28 8:23:38
55992152,LPP72#####493,LPQ169#####7802,LU73#####264,LINV-#####66tnCw,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,68.27,usd,apple_pay,Visa,Your card has insufficient funds.,2025-06-28 12:35:24,2025-06-22 12:35:13
58775619,LPP84#####281,LPQ470#####7333,LU9C#####DB2,LINV-#####TsL47L,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,78.89,usd,apple_pay,Visa,Your card was declined.,2025-07-18 0:09:28,2025-06-30 11:49:42
51758373,LPP44#####749,LPQ509#####3486,LU7D#####AC4,LINV-#####frXKtM,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,17.5,usd,apple_pay,MasterCard,,2025-05-23 19:40:07,2025-05-23 19:40:07
51770487,LPP64#####541,LPQ979#####9277,LU39#####C05,LINV-#####YtIsY6,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,65.3,usd,apple_pay,MasterCard,,2025-05-24 3:18:45,2025-05-24 3:18:45
51702853,LPP81#####120,LPQ639#####5466,LU4E#####C08,LINV-#####tvPs6K,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,78.9,usd,apple_pay,Visa,,2025-05-23 11:53:53,2025-05-23 11:53:53
51708568,LPP73#####089,LPQ460#####1452,LU5E#####FC7,LINV-#####fhHHep,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,87.73,usd,apple_pay,Visa,,2025-05-23 12:20:06,2025-05-23 12:20:06
51731664,LPP60#####555,LPQ265#####3282,LU46#####284,LINV-#####0UXb_t,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,42.1,usd,apple_pay,Visa,,2025-05-23 14:16:55,2025-05-23 14:16:55
51708681,,LPQ460#####1452,LU5E#####FC7,LINV-#####Ode-Nk,error,canceled,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,87.73,usd,apple_pay,Visa,Not enough balance | 51 : Insufficient funds/over credit limit,2025-05-23 12:19:34,2025-05-23 12:19:34
51770441,,LPQ856#####0124,LU24#####006,LINV-#####v5BzLh,refused,canceled,new policy transaction,pet,monthly,cko,spreedly_cko,True,3,39.38,usd,apple_pay,Visa,Declined - Do Not Honour,2025-05-24 3:13:42,2025-05-24 3:13:42
51761493,LPP61#####993,LPQ150#####2607,LU49#####E88,LINV-#####eZyFQ7,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,28.51,usd,apple_pay,Visa,,2025-05-23 21:42:01,2025-05-23 21:42:01
56143719,LPP89#####254,LPQ413#####6906,LU6B#####FF3,LINV-#####0dm4nI,refused,paid,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,22.59,usd,apple_pay,MasterCard,Not enough balance | 25 : Retry after 24 hour,2025-06-29 14:35:54,2025-06-27 13:35:09
56098025,LPP09#####925,LPQ197#####2791,LU39#####505,LINV-#####Cuu6Mb,error,paid,recurring transaction,pet,monthly,cko,spreedly_cko,True,2,25.48,usd,apple_pay,Discover,Insufficient Funds,2025-06-29 11:16:53,2025-06-29 11:16:52
56142113,LPP51#####881,LPQ094#####9278,LU39#####C05,LINV-#####0Xjj7e,refused,error,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,61.27,usd,apple_pay,Visa,Declined - Do Not Honour,2025-06-29 14:27:31,2025-06-29 14:27:31
55419230,LPP31#####099,LPQ037#####4061,LU12#####E01,LINV-#####XgTrLb,error,error,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,2,99.03,usd,apple_pay,American Express,Refused | 100 : Deny,2025-06-23 14:49:35,2025-06-23 14:49:35
55635503,LPP96#####897,LPQ546#####6624,LU81#####E19,LINV-#####ywSH-Q,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,55.88,usd,apple_pay,Visa,,2025-06-25 13:49:07,2025-06-25 13:49:07
55637097,LPP51#####078,LPQ438#####2294,LU6A#####9B3,LINV-#####zPRPYb,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,40.87,usd,apple_pay,Visa,,2025-06-25 13:57:18,2025-06-25 13:57:18
51863695,,LPQ941#####0430,LU39#####505,LINV-#####tbPq90,error,canceled,new policy transaction,pet,annual,adyen,spreedly_adyen,True,1,872.47,usd,apple_pay,Visa,Issuer Suspected Fraud | 59 : Suspected fraud,2025-05-24 19:52:47,2025-05-24 19:52:47
55536356,LPP06#####075,LPQ404#####2982,LU4E#####608,LINV-#####mbZg_w,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,62.66,usd,apple_pay,American Express,,2025-06-24 15:21:00,2025-06-24 15:21:00
52062984,LPP92#####511,LPQ687#####5129,LU4E#####C08,LINV-#####zrCTWU,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,129.84,usd,apple_pay,MasterCard,,2025-05-26 16:28:33,2025-05-26 16:28:33
52077338,LPP03#####089,LPQ990#####6228,LU11#####FC1,LINV-#####IFCdqr,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,35.89,usd,apple_pay,Visa,,2025-05-27 3:58:36,2025-05-27 3:58:35
57245515,LPP92#####511,LPQ687#####5129,LU4E#####C08,LINV-#####Xk4n_L,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,129.84,usd,apple_pay,MasterCard,Not enough balance | 25 : Retry after 24 hour,2025-07-06 12:40:10,2025-06-27 12:39:41
51912809,LPP43#####610,LPQ996#####4425,LU81#####559,LINV-#####gszuIE,success,paid,new policy transaction,pet,monthly,cko,spreedly_cko,True,1,95.19,usd,apple_pay,Visa,,2025-05-25 11:44:55,2025-05-25 11:44:54
51966489,LPP19#####327,LPQ969#####0820,LU9B#####D52,LINV-#####_zb6q9,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,82.39,usd,apple_pay,MasterCard,,2025-05-25 20:03:22,2025-05-25 20:03:22
51874760,LPP05#####658,LPQ098#####5397,LU81#####FF9,LINV-#####m_CW3R,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,92.43,usd,apple_pay,MasterCard,,2025-05-25 7:19:01,2025-05-25 7:19:01
51940866,,LPQ512#####5328,LU4E#####088,LINV-#####BCW_vJ,error,canceled,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,62.07,usd,apple_pay,Visa,Your card does not support this type of purchase.,2025-05-25 14:11:12,2025-05-25 14:11:12
56249375,LPP80#####349,LPQ266#####6983,LU49#####484,LINV-#####MM47K8,error,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,137.08,usd,apple_pay,Visa,Refused | 05 : Do not honor,2025-06-30 11:48:51,2025-06-30 11:48:51
56184700,LPP63#####457,LPQ008#####0701,LU49#####084,LINV-#####v96Mtw,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,43.47,usd,apple_pay,Visa,,2025-06-30 8:23:31,2025-06-30 8:23:31
56185892,LPP69#####887,LPQ843#####2009,LU5E#####8C7,LINV-#####4RBUnP,refused,paid,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,45.18,usd,apple_pay,MasterCard,Insufficient Funds,2025-06-30 8:27:02,2025-06-30 8:27:02
56249370,LPP84#####281,LPQ470#####7333,LU9C#####DB2,LINV-#####TsL47L,refused,error,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,3,78.89,usd,apple_pay,Visa,Your card has insufficient funds.,2025-06-30 11:49:43,2025-06-30 11:49:42
51728741,LPP10#####489,LPQ804#####9652,LU49#####A84,LINV-#####RAmwGT,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,82.37,usd,apple_pay,Visa,,2025-05-23 14:00:45,2025-05-23 14:00:45
51662446,LPP40#####718,LPQ379#####6836,LU62#####B33,LINV-#####NMtTMW,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,23.03,usd,apple_pay,Visa,,2025-05-23 5:37:27,2025-05-23 5:37:27
51763149,LPP23#####889,LPQ912#####9327,LU9D#####C72,LINV-#####WejOc1,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,32.73,usd,apple_pay,Visa,,2025-05-23 23:30:38,2025-05-23 23:30:38
55636777,LPP62#####317,LPQ833#####5987,LU28#####006,LINV-#####afQBP2,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,74.71,usd,apple_pay,Visa,,2025-06-25 13:55:40,2025-06-25 13:55:40
55272986,LPP57#####177,LPQ878#####3978,LU6B#####693,LINV-#####bL81pc,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,45.59,usd,apple_pay,MasterCard,,2025-06-22 12:27:31,2025-06-22 12:27:30
55303000,LPP61#####662,LPQ770#####9053,LU9A#####612,LINV-#####J5Qg_h,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,73.09,usd,apple_pay,MasterCard,,2025-06-22 14:43:55,2025-06-22 14:43:55
57112323,LPP52#####990,LPQ599#####3258,LU5E#####7C7,LINV-#####w6fqGA,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,176.8,usd,apple_pay,Visa,Refused | 05 : Do not honor,2025-07-05 11:39:59,2025-06-23 11:39:40
51956356,LPP91#####819,LPQ139#####8113,LU39#####405,LINV-#####wdPu3m,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,30.95,usd,apple_pay,Visa,,2025-05-25 15:21:08,2025-05-25 15:21:08
56249516,LPP84#####281,LPQ470#####7333,LU9C#####DB2,LINV-#####TsL47L,error,error,recurring transaction,pet,monthly,cko,spreedly_cko,True,1,78.89,usd,apple_pay,Visa,Insufficient Funds,2025-06-30 11:49:43,2025-06-30 11:49:42
58474454,LPP73#####089,LPQ460#####1452,LU5E#####FC7,LINV-#####qTeWyX,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,87.73,usd,apple_pay,Visa,Your card has insufficient funds.,2025-07-15 15:18:43,2025-06-24 15:18:24
57207390,LPP60#####485,LPQ260#####0261,LU49#####384,LINV-#####nZZzSS,refused,error,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,25.75,usd,apple_pay,Visa,Your card does not support this type of purchase.,2025-07-06 9:44:48,2025-06-27 9:44:33
52301377,LPP94#####936,LPQ676#####4848,LU49#####384,LINV-#####-Sgzoc,success,paid,new policy transaction,pet,annual,cko,spreedly_cko,True,1,292.58,usd,apple_pay,MasterCard,,2025-05-28 21:53:44,2025-05-28 21:53:44
56185816,LPP28#####277,LPQ242#####1063,LU7D#####624,LINV-#####x1h84s,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,80.39,usd,apple_pay,MasterCard,,2025-06-30 8:26:48,2025-06-30 8:26:48
51547484,LPP13#####002,LPQ464#####2350,LU6B#####853,LINV-#####AJXVSs,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,53.75,usd,apple_pay,Visa,,2025-05-22 1:31:05,2025-05-22 1:31:05
52070003,LPP59#####373,LPQ064#####5997,LU5E#####047,LINV-#####QluzP1,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,24.83,usd,apple_pay,Visa,,2025-05-26 23:29:18,2025-05-26 23:29:18
57206231,LPP43#####724,LPQ141#####8279,LU5E#####447,LINV-#####c-qVE7,refused,paid,dunning transaction,pet,monthly,stripe,spreedly_stripe,True,1,93.55,usd,apple_pay,Visa,Your card was declined.,2025-07-06 9:38:47,2025-06-24 9:38:32
55783702,LPP59#####390,LPQ266#####2468,LU81#####5D9,LINV-#####0VJY0q,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,69.59,usd,apple_pay,Visa,,2025-06-26 15:31:12,2025-06-26 15:31:12
55743935,LPP60#####718,LPQ925#####2763,LU33#####A05,LINV-#####lvBQZy,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,41.41,usd,apple_pay,Visa,,2025-06-26 12:42:20,2025-06-26 12:42:20
56673926,LPP96#####245,LPQ976#####1986,LU81#####859,LINV-#####yxstmR,refused,error,dunning transaction,pet,monthly,adyen,spreedly_adyen,True,1,58.7,usd,apple_pay,Visa,"Blocked Card | 07 : Pickup card, special condition",2025-07-02 9:36:32,2025-06-23 9:36:22
56135347,LPP42#####296,LPQ431#####7904,LU5E#####8C7,LINV-#####vQT1vs,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,46.35,usd,apple_pay,Visa,,2025-06-29 14:11:05,2025-06-29 14:11:05
56114385,LPP04#####853,LPQ647#####2263,LU5E#####4C7,LINV-#####fb0rPI,refused,error,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,80.91,usd,apple_pay,Visa,Insufficient Funds,2025-06-29 12:31:59,2025-06-29 12:31:59
56141293,LPP04#####803,LPQ050#####3149,LU6B#####E73,LINV-#####sHRyMR,refused,error,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,33.87,usd,apple_pay,Visa,Not enough balance | 51 : Insufficient funds,2025-06-29 14:23:22,2025-06-29 14:23:22
51711803,LPP06#####408,LPQ879#####2049,LU6A#####113,LINV-#####jvJkiM,success,paid,new policy transaction,pet,monthly,adyen,spreedly_adyen,True,1,83.69,usd,apple_pay,Visa,,2025-05-23 12:34:00,2025-05-23 12:34:00
55411801,LPP97#####679,LPQ837#####3862,LU4E#####C88,LINV-#####wHlcYO,error,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,81.15,usd,apple_pay,Discover,Your card was declined.,2025-06-23 14:17:23,2025-06-23 14:17:22
55375910,LPP52#####990,LPQ599#####3258,LU5E#####7C7,LINV-#####w6fqGA,error,error,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,176.8,usd,apple_pay,Visa,Refused | 05 : Do not honor,2025-06-23 11:39:41,2025-06-23 11:39:40
55398667,LPP12#####368,LPQ368#####2393,LU81#####3D9,LINV-#####LsYc25,error,error,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,2,59.49,usd,apple_pay,Visa,Your card was declined.,2025-06-23 13:23:51,2025-06-23 13:23:51
51860899,LPP31#####128,LPQ319#####1672,LU12#####B01,LINV-#####Dk0XH1,success,paid,new policy transaction,pet,monthly,stripe,spreedly_stripe,True,1,23.74,usd,apple_pay,Visa,,2025-05-24 18:22:10,2025-05-24 18:22:10
55537542,LPP79#####496,LPQ810#####4580,LU29#####E06,LINV-#####bDFG7f,refused,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,3,35.33,usd,apple_pay,Visa,Your card has insufficient funds.,2025-06-24 15:27:25,2025-06-24 15:27:24
55458015,LPP25#####976,LPQ486#####5034,LU81#####5F9,LINV-#####VhT0n8,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,42.92,usd,apple_pay,Visa,,2025-06-24 8:43:05,2025-06-24 8:43:04
55468314,LPP94#####632,LPQ474#####6554,LU7D#####944,LINV-#####r_yMEF,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,45.22,usd,apple_pay,MasterCard,,2025-06-24 9:45:57,2025-06-24 9:45:57
55519806,LPP55#####126,LPQ836#####7358,LU7D#####3C4,LINV-#####4Maj3Z,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,34.27,usd,apple_pay,Visa,,2025-06-24 14:11:34,2025-06-24 14:11:34
55498201,LPP01#####582,LPQ210#####7358,LU9D#####132,LINV-#####UySmHR,refused,paid,recurring transaction,pet,monthly,cko,spreedly_cko,True,3,50.41,usd,apple_pay,MasterCard,Insufficient Funds,2025-06-24 12:22:31,2025-06-24 12:22:31
55494251,LPP98#####420,LPQ078#####3523,LU9D#####532,LINV-#####iPcXNG,success,paid,recurring transaction,pet,monthly,adyen,spreedly_adyen,True,1,55.84,usd,apple_pay,MasterCard,,2025-06-24 12:05:49,2025-06-24 12:05:49
55505437,LPP60#####735,LPQ054#####1369,LU6B#####E73,LINV-#####Fp_eIR,success,paid,recurring transaction,pet,monthly,stripe,spreedly_stripe,True,1,63.74,usd,apple_pay,Visa,,2025-06-24 12:52:31,2025-06-24 12:52:31
